年份,序号,采购人,合同名称,ML预测,Claude判断,一致
2014,107,重庆工商大学,重庆工商大学教学PPT翻页器合同,协调能力,协调能力,✓
2014,108,重庆工商大学,重庆工商大学创新型会计人才协同培育实践教育基地教学设备合同,协调能力,协调能力,✓
2014,109,重庆工商大学,重庆工商大学外文纸质图书供应商资格采购合同,协调能力,协调能力,✓
2014,110,重庆工商大学,重庆工商大学创新型会计人才协同培育实践教育基地软件合同,协调能力,协调能力,✓
2014,111,重庆工商大学,重庆工商大学社会学省级重点学科建设项目软件合同,协调能力,协调能力,✓
2014,112,重庆工商大学,重庆工商大学图书馆金盘管理系统升级合同,协调能力,协调能力,✓
2014,113,重庆工商大学,重庆工商大学网站群系统建设项目合同,协调能力,协调能力,✓
2014,114,重庆工商大学,重庆工商大学图书馆非书资源管理系统合同,协调能力,协调能力,✓
2014,115,重庆工商大学,重庆工商大学数字艺术综合实验教学平台图形工作站合同,协调能力,协调能力,✓
2014,116,重庆工商大学,重庆工商大学经管中心教学软件项目（创业模拟实训教学软件）合同,协调能力,协调能力,✓
2014,117,重庆工商大学,重庆工商大学工商管理学科实验教学软件（包）4合同,协调能力,协调能力,✓
2014,118,重庆工商大学,重庆工商大学艺术学院实验教学设备（包）2合同,协调能力,协调能力,✓
2014,119,重庆工商大学,重庆工商大学工商管理学科实验教学软件（包）2合同,协调能力,协调能力,✓
2014,120,重庆工商大学,重庆工商大学工商管理学科实验教学软件（包）1合同,协调能力,协调能力,✓
2014,121,重庆工商大学,重庆工商大学2014年音响系统建设项目（包）2合同,协调能力,协调能力,✓
2014,122,重庆工商大学,重庆工商大学学生公寓家具采购合同,协调能力,协调能力,✓
2014,123,重庆工商大学,重庆工商大学2014年音响系统建设项目（包）1合同,协调能力,协调能力,✓
2014,124,重庆工商大学,重庆工商大学艺术学院摄影器材类设备合同,协调能力,协调能力,✓
2014,125,重庆工商大学,重庆工商大学化学技术实验教学中心实验室安全设施建设项目合同,协调能力,协调能力,✓
2014,126,重庆工商大学,重庆工商大学数字语音实验室项目合同,协调能力,协调能力,✓
2014,127,重庆工商大学,经管中心教学软件项目（国际贸易教学）（包）1、3合同,协调能力,协调能力,✓
2014,128,重庆工商大学,重庆工商大学课桌椅及办公家具合同,协调能力,协调能力,✓
2014,129,重庆工商大学,重庆工商大学旅游国际化与智能化创新实践基地建设项目仪器设备（包）2合同,协调能力,协调能力,✓
2014,130,重庆工商大学,重庆工商大学图书馆书架项目合同,协调能力,协调能力,✓
2014,131,重庆工商大学,重庆工商大学工商管理学科实验教学软件（包）3,协调能力,协调能力,✓
2014,132,重庆工商大学,重庆工商大学网络高清传媒实验教学系统项目合同,协调能力,协调能力,✓
2014,133,重庆工商大学,重庆工商大学旅游国际化与智能化创新实践基地建设项目仪器设备（包）1合同,协调能力,协调能力,✓
2014,134,重庆工商大学,重庆工商大学弱电及监控系统建设项目合同,协调能力,协调能力,✓
2014,135,重庆工商大学,重庆工商大学艺术学院实验教学设备（包）1合同,协调能力,协调能力,✓
2014,136,重庆工商大学,重庆工商大学中文纸质图书供应商资格招标（包）1合同,协调能力,协调能力,✓
2014,137,重庆工商大学,重庆工商大学电子商务及供应链系统实验室服务器及软件采购合同,协调能力,协调能力,✓
2014,138,重庆工商大学,重庆工商大学中文纸质图书供应商资格招标（包）2合同,协调能力,协调能力,✓
2014,139,重庆工商大学,重庆工商大学经管中心教学软件项目（管理决策模拟教学软件）合同,协调能力,协调能力,✓
2014,140,重庆工商大学,重庆工商大学经管中心教学软件项目（企业竞争模拟教学软件）合同,协调能力,协调能力,✓
2014,141,重庆工商大学,经管中心教学软件项目（国际贸易教学）,协调能力,协调能力,✓
2014,142,重庆工商大学,重庆工商大学中文纸质图书供应商资格招标（包）1合同,协调能力,协调能力,✓
2014,143,重庆工商大学,重庆工商大学电子商务及供应链系统实验室仪器设备采购合同,协调能力,协调能力,✓
2014,144,重庆工商大学,重庆工商大学图书馆自建特色数据库（包）1合同,协调能力,协调能力,✓
2014,145,重庆工商大学,重庆工商大学人力资源管理及大学生就业管理系统项目合同,协调能力,协调能力,✓
2014,146,重庆工商大学,重庆工商大学社会学省级重点学科建设项目仪器设备及软件（包）2合同,协调能力,协调能力,✓
2014,147,重庆工商大学,重庆工商大学社会学省级重点学科建设项目仪器设备及软件（包）1合同,协调能力,协调能力,✓
2014,148,重庆工商大学,重庆工商大学HS2维码产业和4维码产业数据采购合同,协调能力,协调能力,✓
2014,149,重庆工商大学,重庆工商大学江北校区网络改造项目合同,协调能力,协调能力,✓
2014,150,重庆工商大学,重庆工商大学成渝经济区产业发展促进中心科研平台建设项目仪器设备采购合同,协调能力,协调能力,✓
2014,151,重庆工商大学,重庆工商大学社会学省级重点学科建设项目仪器设备及软件（包）3合同,协调能力,协调能力,✓
2014,152,重庆工商大学,重庆工商大学教学课桌椅和办公家具（包）2合同,协调能力,协调能力,✓
2014,153,重庆工商大学,重庆工商大学存储及DNS等网络设备采购合同,协调能力,协调能力,✓
2014,154,重庆工商大学,重庆工商大学图书馆自建特色数据库（包）2合同,协调能力,协调能力,✓
2014,155,重庆工商大学,重庆工商大学教学课桌椅和办公家具（包）1合同,协调能力,协调能力,✓
2014,156,海口市第二十五小学,海甸校区运动场修复工程施工合同,协调能力,协调能力,✓
2014,157,中国科学院国家授时中心,矢量信号发生器,协调能力,协调能力,✓
2014,158,宁波市农业科学研究院,宁波市农业科学研究院原子吸收光谱仪采购项目,协调能力,协调能力,✓
2014,159,重庆工商大学,重庆工商大学数字艺术综合实验教学平台计算机询价采购合同,协调能力,协调能力,✓
2014,160,重庆工商大学,重庆工商大学校园网络备用交换机和数据交换机合同,协调能力,协调能力,✓
2014,161,重庆工商大学,重庆工商大学游泳池设备合同,协调能力,协调能力,✓
2014,162,重庆工商大学,重庆干部网络学院数字摄影机等设备合同,协调能力,协调能力,✓
2014,163,重庆工商大学,重庆工商大学国际商学院计算机采购合同,协调能力,协调能力,✓
2014,164,重庆工商大学,重庆工商大学弱电及监控系统建设项目合同,协调能力,协调能力,✓
2014,165,重庆工商大学,重庆工商大学社会学省级重点学科建设项目计算机、服务器询价采购合同,协调能力,协调能力,✓
2014,166,重庆工商大学,重庆工商大学数字艺术综合实验教学平台服务器合同,协调能力,协调能力,✓
2014,167,重庆工商大学,重庆工商大学老师支持中心计算机（2次）合同,协调能力,协调能力,✓
2014,168,重庆工商大学,重庆工商大学创新型会计人才协同培育实践教育基地计算机、服务器询价采购合同,协调能力,协调能力,✓
2014,169,重庆工商大学,重庆工商大学实验教学计算机询价采购合同,协调能力,协调能力,✓
2014,170,重庆工商大学,重庆工商大学特殊博士项目引领下的应用经济学创新工程计算机及笔记本采购合同,协调能力,协调能力,✓
2014,171,重庆工商大学,图书馆2012年中地共建授权支付项目（NEC投影机）采购合同,协调能力,协调能力,✓
2014,172,重庆工商大学,重庆工商大学外语自主学习室计算机询价采购合同,协调能力,协调能力,✓
2014,173,重庆工商大学,重庆工商大学实验室服务器采购合同,协调能力,协调能力,✓
2014,174,重庆工商大学,重庆工商大学建筑装饰分院计算机询价采购合同,协调能力,协调能力,✓
2014,175,重庆工商大学,（图书馆、环生学院、会计学院）惠普/HP台式机采购合同,协调能力,协调能力,✓
2014,176,重庆工商大学,重庆工商大学应用经济学特色优势学科（统计学）计算机采购合同,协调能力,协调能力,✓
2014,177,重庆工商大学,重庆工商大学成渝经济区产业发展促进中心科研平台计算机设备采购合同,协调能力,协调能力,✓
2014,178,重庆工商大学,重庆工商大学创新型会计人才协同培育实践教育基地服务器采购合同,协调能力,协调能力,✓
2014,179,重庆工商大学,重庆工商大学多媒体移动教学工作系统采购合同,协调能力,协调能力,✓
2014,180,重庆工商大学,重庆工商大学图书馆服务器采购合同,协调能力,协调能力,✓
2014,181,重庆工商大学,重庆工商大学艺术学院实验室影视设备1（2次）采购合同,协调能力,协调能力,✓
2014,182,重庆工商大学,管理学院服务器采购合同,协调能力,协调能力,✓
2014,183,重庆工商大学,重庆工商大学图书馆一体电脑采购合同,协调能力,协调能力,✓
2014,184,重庆工商大学,重庆工商大学艺术学院实验室影视设备3（设计艺术分院摄像机）（2次）采购合同,协调能力,协调能力,✓
2014,185,重庆工商大学,重庆工商大学2014年办公计算机采购合同,协调能力,协调能力,✓
2014,186,重庆工商大学,重庆工商大学学生公寓交换机升级项目合同,协调能力,协调能力,✓
2014,187,重庆工商大学,重庆工商大学制造装备机构设计与控制实验室计算机采购采购合同,协调能力,协调能力,✓
2014,188,上海市城市交通运输管理处,上海市交通运输行业2014-2016年社会满意度指数测评采购项目服务合同书,协调能力,协调能力,✓
2014,189,安徽大学艺术与传媒学院,安徽大学艺术与传媒学院图书、教学设备采购,协调能力,协调能力,✓
2014,190,重庆工商大学,学生公寓及公共建筑空调采购合同,协调能力,协调能力,✓
2014,191,重庆工商大学,重庆工商大学2014年多媒体教室建设项目合同,协调能力,协调能力,✓
2014,192,中国人口宣传教育中心,中国人口宣传教育中心摄影棚扩建改造项目声学装修工程,协调能力,协调能力,✓
2014,193,中国人口宣传教育中心,摄影棚扩建改造项目摄影棚灯光设备层改造政府采购合同,协调能力,协调能力,✓
2014,194,北碚区疾控中心,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,195,北碚区疾控中心,仪器设备购销合同,协调能力,协调能力,✓
2014,196,北碚区疾控中心,有害生物防治服务合同,协调能力,协调能力,✓
2014,197,北碚区疾控中心,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,198,北碚区疾控中心,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,199,北碚区疾控中心,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,200,北碚区疾控中心,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,201,北碚区疾控中心,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,202,北碚区疾控中心,仪器设备购销合同,协调能力,协调能力,✓
2014,203,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,204,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,205,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,206,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,207,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,208,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,209,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,210,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,211,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,212,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,213,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,214,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,215,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,216,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,217,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,218,重庆市第九人民医院,医疗设备购销合同,协调能力,协调能力,✓
2014,219,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,220,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,221,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,222,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,223,重庆市第九人民医院,医疗设备购销合同,协调能力,协调能力,✓
2014,224,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,225,重庆市第九人民医院,医疗设备购销合同,协调能力,协调能力,✓
2014,226,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,227,重庆市第九人民医院,医疗设备购销合同,协调能力,协调能力,✓
2014,228,重庆市第九人民医院,医疗设备购销合同,协调能力,协调能力,✓
2014,229,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,230,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,231,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,232,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,233,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,234,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,235,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,236,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,237,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,238,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,239,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,240,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,241,重庆市第九人民医院,医疗设备购销合同,协调能力,协调能力,✓
2014,242,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,243,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,244,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,245,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,246,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,247,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,248,重庆市第九人民医院,重庆市第九人民医院医疗设备购销合同,协调能力,协调能力,✓
2014,249,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,250,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,251,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,252,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,253,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,254,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,255,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,256,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,257,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,258,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,259,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,260,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,261,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,262,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,263,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,264,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,265,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,266,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,267,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,268,重庆市第九人民医院,北碚区政府货物采购购销合同,协调能力,协调能力,✓
2014,269,重庆市渝中区绿化维护管理处,重庆市渝中区政府采购合同,协调能力,协调能力,✓
2014,270,中华人民共和国北京海关,北京海关缉私局指挥中心弱电工程合同,提取能力,提取能力,✓
2014,271,九龙坡区中梁山街道办事处,中梁山华龙家园社区绿化调整施工合同,协调能力,协调能力,✓
2014,272,重庆自然博物馆,重庆市政府采购购销合同,协调能力,协调能力,✓
2014,273,重庆市北碚区民政局,社会救助在线公示及模拟演示系统合同,协调能力,协调能力,✓
2014,274,九龙坡区中梁山街道办事处,中梁山协兴村社区化粪池改造工程施工合同,协调能力,协调能力,✓
2014,275,重庆市北碚区民政局,社会救助共享审批系统采购合同,协调能力,协调能力,✓
2014,276,兰州市科学技术局,兰州市科学技术局采购光纤宽带项目,协调能力,协调能力,✓
2014,277,国家统计局邹平调查队,国家统计局邹平调查队平板电脑和录音笔项目采购项目,提取能力,提取能力,✓
2014,278,国家统计局邹平调查队,国家统计局邹平调查队摄像机和照相机采购项目,提取能力,提取能力,✓
2014,279,国家统计局济南调查队,国家统计局济南调查队采购打印机,提取能力,提取能力,✓
2014,280,重庆铁路中学,重庆市政府采购购销合同,协调能力,协调能力,✓
2014,281,九龙坡区房屋管理局,铝合金玻璃隔断安装合同,协调能力,协调能力,✓
2014,282,九龙坡区房屋管理局,九龙坡区房管局档案室装修,协调能力,协调能力,✓
2014,283,重庆铁路中学,13A1225项目合同,协调能力,协调能力,✓
2014,284,重庆铁路中学,14A0447项目合同,协调能力,协调能力,✓
2014,285,重庆铁路中学,14A1079项目合同,协调能力,协调能力,✓
2014,286,九龙坡区房屋管理局,九龙坡城市形象宣传海报印刷合同,协调能力,协调能力,✓
2014,287,九龙坡区房屋管理局,九龙坡区房管局过道整修装修合同,协调能力,协调能力,✓
2014,288,重庆铁路中学,13A1166项目合同,协调能力,协调能力,✓
2014,289,九龙坡区房屋管理局,九龙坡区房管局应急平台设备采购合同,协调能力,协调能力,✓
2014,290,九龙坡区档案局,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,291,九龙坡区公共资源综合交易中心,群众路线及政府采购网站合同,协调能力,协调能力,✓
2014,292,九龙坡区公共资源综合交易中心,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,293,九龙坡区房屋管理局,伙食团装修合同,协调能力,协调能力,✓
2014,294,九龙坡区公共资源综合交易中心,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,295,重庆市79中学,学生公寓空调,协调能力,协调能力,✓
2014,296,九龙坡区公共资源综合交易中心,重庆市九龙坡区工程招标文件固化软件开发协议,协调能力,协调能力,✓
2014,297,九龙坡区公共资源综合交易中心,家俱购买合同,协调能力,协调能力,✓
2014,298,九龙坡区档案局,重庆市九龙坡区档案局三楼库房装修项目工程合同,协调能力,协调能力,✓
2014,299,九龙坡区房屋管理局,民安华福房管中心服务大厅格力空调合同,协调能力,协调能力,✓
2014,300,重庆铁路中学,重庆铁路中学舞台灯光设备工程补充协议,协调能力,协调能力,✓
2014,301,九龙坡区公共资源综合交易中心,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,302,重庆市79中学,办公电脑,协调能力,协调能力,✓
2014,303,九龙坡区房屋管理局,住保中心购办公用扫描仪合同,协调能力,协调能力,✓
2014,304,九龙坡区房屋管理局,九龙坡区民安华福房管中心服务大厅装修工程合同,协调能力,协调能力,✓
2014,305,九龙坡区房屋管理局,采购照相机合同,协调能力,协调能力,✓
2014,306,九龙坡区档案局,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,307,九龙坡区公共资源综合交易中心,计算机及网络设备服务合同,协调能力,协调能力,✓
2014,308,九龙坡区公共资源综合交易中心,办公室改造工程合同,协调能力,协调能力,✓
2014,309,九龙坡区档案局,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,310,九龙坡区公共资源综合交易中心,互联网接入业务协议,协调能力,协调能力,✓
2014,311,九龙坡区档案局,九龙坡区档案局监控系统安装合同,协调能力,协调能力,✓
2014,312,重庆铁路中学,14A0435项目合同,协调能力,协调能力,✓
2014,313,九龙坡区房屋管理局,华龙家园小区一、二期消防栓系统改造工程施工合同,协调能力,协调能力,✓
2014,314,九龙坡区房屋管理局,民安华福房管中心办公室采购一批空调合同,协调能力,协调能力,✓
2014,315,石桥铺街道社区卫生服务中心,货物购销合同,协调能力,协调能力,✓
2014,316,九龙坡区房屋管理局,华福家园小区内增设停车位改造工程,协调能力,协调能力,✓
2014,317,九龙坡区房屋管理局,住保中心购办公用台式电脑合同,协调能力,协调能力,✓
2014,318,重庆铁路中学,实验货运电梯采购合同,协调能力,协调能力,✓
2014,319,九龙坡区房屋管理局,民安华福公租房增设LED屏合同,协调能力,协调能力,✓
2014,320,重庆市79中学,音乐教室用空调,协调能力,协调能力,✓
2014,321,九龙坡区房屋管理局,住保中心办公室室内修缮工程合同,协调能力,协调能力,✓
2014,322,重庆铁路中学,运动场维修合同,协调能力,协调能力,✓
2014,323,九龙坡区房屋管理局,华福家园高层下水道维修工程合同,协调能力,协调能力,✓
2014,324,九龙坡区房屋管理局,华福家园小区消防报警系统整改工程合同,协调能力,协调能力,✓
2014,325,重庆市79中学,学生公寓维修,协调能力,协调能力,✓
2014,326,重庆铁路中学,收缩看台采购合同,协调能力,协调能力,✓
2014,327,九龙坡区房屋管理局,廉租房小区改造工程,协调能力,协调能力,✓
2014,328,九龙坡区房屋管理局,区房屋征收中心电子档案上传服务,协调能力,协调能力,✓
2014,329,重庆铁路中学,14A1414项目合同,协调能力,协调能力,✓
2014,330,九龙坡区房屋管理局,征收中心购办公桌椅一批合同,协调能力,协调能力,✓
2014,331,重庆市79中学,学生公寓铁床,协调能力,协调能力,✓
2014,332,九龙坡区铝城小学,铝城小学台式机采购,协调能力,协调能力,✓
2014,333,九龙坡区铝城小学,铝城小学空调购买,协调能力,协调能力,✓
2014,334,九龙坡区铝城小学,铝城小学打印机购买,协调能力,协调能力,✓
2014,335,九龙坡区职业教育中心(中梁山矿务学校),男生寝室家具,协调能力,协调能力,✓
2014,336,重庆市79中学,教学楼卫生间改造,协调能力,协调能力,✓
2014,337,九龙坡区铝城小学,铝城小学显示器购买,协调能力,协调能力,✓
2014,338,九龙坡区铝城小学,铝城小学学生课桌椅采购,协调能力,协调能力,✓
2014,339,九龙坡区铝城小学,铝城小学空调购买,协调能力,协调能力,✓
2014,340,九龙坡区铝城小学,铝城小学监控系统安装,协调能力,协调能力,✓
2014,341,九龙坡区职业教育中心(中梁山矿务学校),计算机设备,协调能力,协调能力,✓
2014,342,九龙坡区职业教育中心(中梁山矿务学校),景格汽车教学资源平台软件,协调能力,协调能力,✓
2014,343,九龙坡区职业教育中心(中梁山矿务学校),数控技术应用专业教学数字化精品课程,协调能力,协调能力,✓
2014,344,九龙坡区职业教育中心(中梁山矿务学校),心理咨询室设备,协调能力,协调能力,✓
2014,345,安宁中学,安宁中学笔记本电脑询价采购项目,协调能力,协调能力,✓
2014,346,九龙坡区职业教育中心(中梁山矿务学校),楼宇安防布线实训系统,协调能力,协调能力,✓
2014,347,九龙坡区职业教育中心(中梁山矿务学校),计算机应用专业实训软件,协调能力,协调能力,✓
2014,348,九龙坡区职业教育中心(中梁山矿务学校),电子与信息技术专业教学数字化精品课程资源,协调能力,协调能力,✓
2014,349,九龙坡区职业教育中心(中梁山矿务学校),数控设备,协调能力,协调能力,✓
2014,350,九龙坡区职业教育中心(中梁山矿务学校),监控设备,协调能力,协调能力,✓
2014,351,九龙坡区职业教育中心(中梁山矿务学校),五号学生宿舍二期热水系统设备,协调能力,协调能力,✓
2014,352,九龙坡区职业教育中心(中梁山矿务学校),会议室桌椅,协调能力,协调能力,✓
2014,353,九龙坡区职业教育中心(中梁山矿务学校),监控设备,协调能力,协调能力,✓
2014,354,九龙坡区职业教育中心(中梁山矿务学校),汽车空调实训设备,协调能力,协调能力,✓
2014,355,九龙坡区职业教育中心(中梁山矿务学校),新能源汽车实训设备,协调能力,协调能力,✓
2014,356,九龙坡区职业教育中心(中梁山矿务学校),口琴,协调能力,协调能力,✓
2014,357,安宁市公安局,安宁市公安局视频侦查分析检索系统采购竞争性谈判项目,合规能力,合规能力,✓
2014,358,安宁市公安局,安宁市公安局保安服务招标（二次招标）,合规能力,合规能力,✓
2014,359,安宁市公安局,安宁市公安局连然派出所新办公楼增购家具询价采购项目,合规能力,合规能力,✓
2014,360,安宁市公安局,安宁市公安局防护装备询价采购项目,合规能力,合规能力,✓
2014,361,安宁市公安局,安宁市公安局生物物证发现仪询价采购项目,合规能力,合规能力,✓
2014,362,安宁市安全生产监督管理局,安宁市安全生产监督管理服务平台建设软、硬件采购项目,合规能力,合规能力,✓
2014,363,安宁市公安局,安宁市公安局涉案视频管理系统询价采购项目,合规能力,合规能力,✓
2014,364,安宁市食品药品监督管理局,安宁市食品药品监督管理局执法人员制式服装询价采购项目,合规能力,合规能力,✓
2014,365,安宁市公安局,安宁市公安局办公用品采购竞争性谈判项目,合规能力,合规能力,✓
2014,366,安宁市财政局,安宁市土地增值税清算鉴证服务机构入围招标,提取能力,协调能力,✗
2014,367,安宁中学,安宁中学校园广播系统设备询价采购项目,协调能力,协调能力,✓
2014,368,安宁市公安局,安宁市公安局2014年电动自行车询价采购项目,合规能力,合规能力,✓
2014,369,安宁市城市管理综合行政执法大队,安宁市城市管理综合行政执法大队执法人员制式服装询价采购项目,合规能力,合规能力,✓
2014,370,九龙坡区职业教育中心(中梁山矿务学校),办公桌椅文件柜,协调能力,协调能力,✓
2014,371,九龙坡区石板镇小学,重庆市购销合同,协调能力,协调能力,✓
2014,372,九龙坡区职业教育中心(中梁山矿务学校),线切割,协调能力,协调能力,✓
2014,373,九龙坡区职业教育中心(中梁山矿务学校),数控车床维修平台补充,协调能力,协调能力,✓
2014,374,九龙坡区职业教育中心(中梁山矿务学校),多媒体设备,协调能力,协调能力,✓
2014,375,九龙坡区石板镇小学,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,376,九龙坡区职业教育中心(中梁山矿务学校),男生寝室家具,协调能力,协调能力,✓
2014,377,重庆市一一一中学校,重庆市111中学校弱电及监控系统设备合同,协调能力,协调能力,✓
2014,378,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购玩具合同,协调能力,协调能力,✓
2014,379,九龙坡区职业教育中心(中梁山矿务学校),干燥机、储气罐、空压机,协调能力,协调能力,✓
2014,380,九龙坡区职业教育中心(中梁山矿务学校),图书,协调能力,协调能力,✓
2014,381,九龙坡区职业教育中心(中梁山矿务学校),多媒体设备补充,协调能力,协调能力,✓
2014,382,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购空调合同,协调能力,协调能力,✓
2014,383,九龙坡区石板镇小学,重庆市购销合同,协调能力,协调能力,✓
2014,384,九龙坡区实验幼儿园,九龙坡区实验幼儿园采购传真机合同,协调能力,协调能力,✓
2014,385,九龙坡区职业教育中心(中梁山矿务学校),汽车配件设备,协调能力,协调能力,✓
2014,386,九龙坡区职业教育中心(中梁山矿务学校),监控设备（补充）,协调能力,协调能力,✓
2014,387,九龙坡区职业教育中心(中梁山矿务学校),空调,协调能力,协调能力,✓
2014,388,九龙坡区石板镇小学,维修工程合同,协调能力,协调能力,✓
2014,389,九龙坡区职业教育中心(中梁山矿务学校),录播系统、摄像设备,协调能力,协调能力,✓
2014,390,九龙坡区石板镇小学,重庆市购销合同,协调能力,协调能力,✓
2014,391,九龙坡区石板镇小学,重庆市购销合同,协调能力,协调能力,✓
2014,392,九龙坡区石板镇小学,重庆市政府采购货物购销合同,协调能力,协调能力,✓
2014,393,九龙坡区职业教育中心(中梁山矿务学校),LED设备,协调能力,协调能力,✓
2014,394,九龙坡区石板镇小学,重庆市政府采购合同,协调能力,协调能力,✓
