年份,合同名称,详情链接,签订时间,发布时间,采购人,供应商,合同编号,项目编号,采购人地址,采购人联系方式,供应商地址,供应商联系方式,主要标的名称,规格型号或服务要求,主要标的数量,主要标的单价,合同金额,履约期限和地点等简要信息,采购方式,所属地域,所属行业,代理机构,合同签订日期,合同公告日期,合同金额num_万元,id,采购人_纬度,采购人_经度,采购人_省,采购人_省代码,采购人_市,采购人_市代码,采购人_县,采购人_县代码,供应商_纬度,供应商_经度,供应商_省,供应商_省代码,供应商_市,供应商_市代码,供应商_县,供应商_县代码,text,预测分类
2014,东海航海保障中心厦门航标处海巡1630轮发电机组及配电系统改造工程项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a956f7cf5d0156f7f805b9001a?contractSign=0,2014-10-21,2016-09-05,交通运输部东海航海保障中心厦门航标处,上海振远船务有限公司,2014-10-21,0745-1440CCIEC067,,,,,,,,,219.667900万元,,,福建省厦门市湖里区,社会保障,中国交通进出口总公司,2014-10-21,2014-10-21,219.6679,2.372127e+06,24.4992416414294,118.076808825527,福建省,350000.0,厦门市,350200.0,湖里区,350206.0,24.5145943427221,118.142095259155,福建省,350000,厦门市,350200,湖里区,350206,交通运输部东海航海保障中心厦门航标处 东海航海保障中心厦门航标处海巡1630轮发电机组及配电系统改造工程项目合同,协调能力
2014,博智楼等7栋楼建筑消防设施维修保养合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa570c487501570c8bb3270027?contractSign=0,2014-03-22,2016-09-09,重庆工商大学,重庆渝鸥消防工程有限公司,13C0528,13C0528,,,,,,,,,8.480000万元,,,重庆市,普通高等教育,重庆工商大学,2014-03-22,2014-03-22,8.48,2.372128e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.6212087951419,106.507250206023,重庆市,500000,重庆市,500000,渝北区,500112,重庆工商大学 博智楼等7栋楼建筑消防设施维修保养合同,协调能力
2014,重庆工商大学数据中心硬件采购与集成项目采购合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa570c487501570da303ad0136?contractSign=0,2014-05-28,2016-09-09,重庆工商大学,湖南长信畅中科技股份有限公司,CTBU-2014007,14A0834,,,,,,,,,146.000000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-28,2014-05-28,146.0,2.372129e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5655501395322,106.548283138871,重庆市,500000,重庆市,500000,渝中区,500103,重庆工商大学 重庆工商大学数据中心硬件采购与集成项目采购合同,协调能力
2014,重庆工商大学数字艺术综合实验教学平台软件合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9570c669201570d9ab0d50109?contractSign=0,2014-05-15,2016-09-09,重庆工商大学,重庆黑格科技有限公司,CTBU-2014010,14A0709,,,,,,,,,11.360000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-15,2014-05-15,11.36,2.37213e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学数字艺术综合实验教学平台软件合同,协调能力
2014,成渝经济区产业发展促进中心数据中心集成项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa570c487501570e015d0601a5?contractSign=0,2014-06-25,2016-09-09,重庆工商大学,重庆兆光科技股份有限公司,CTBU-2014016,14A1684,,,,,,,,,99.600000万元,,,重庆市,普通高等教育,重庆工商大学,2014-06-25,2014-06-25,99.6,2.372131e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.6121592188147,106.547222942997,重庆市,500000,重庆市,500000,渝北区,500112,重庆工商大学 成渝经济区产业发展促进中心数据中心集成项目合同,协调能力
2014,重庆工商大学数字艺术综合实验教学平台摄影器材合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9570c669201570d9cfd80010d?contractSign=0,2014-05-15,2016-09-09,重庆工商大学,重庆黑格科技有限公司,CTBU-2014011,14A0426,,,,,,,,,32.682000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-15,2014-05-15,32.682,2.372132e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学数字艺术综合实验教学平台摄影器材合同,协调能力
2014,重庆工商大学数字艺术综合实验教学平台仪器设备合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa570c487501570d9c1bf5012e?contractSign=0,2014-05-20,2016-09-09,重庆工商大学,重庆黑格科技有限公司,CTBU-2014009,14A0684,,,,,,,,,106.000000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-20,2014-05-20,106.0,2.372133e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学数字艺术综合实验教学平台仪器设备合同,协调能力
2014,重庆工商大学废油中心仪器设备合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9570c669201570c6d4d9d0008?contractSign=0,2014-01-16,2016-09-09,重庆工商大学,重庆卓金科技有限公司,CTBU-2013027,13A3826,,,,,,,,,51.500000万元,,,重庆市,普通高等教育,重庆工商大学,2014-01-16,2014-01-16,51.5,2.372134e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学废油中心仪器设备合同,协调能力
2014,重庆工商大学教学PPT翻页器合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9570c669201570da1d973011e?contractSign=0,2014-05-23,2016-09-09,重庆工商大学,重庆迅邦科技有限公司,CTBU-2014013,14A1161,,,,,,,,,11.880000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-23,2014-05-23,11.88,2.372135e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5389934259308,106.496082115774,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学教学PPT翻页器合同,协调能力
2014,重庆工商大学创新型会计人才协同培育实践教育基地教学设备合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa570c487501570e00860b01a1?contractSign=0,2014-06-10,2016-09-09,重庆工商大学,重庆隆光科技有限公司,CTBU-2014015,14A1588,,,,,,,,,25.465000万元,,,重庆市,普通高等教育,重庆工商大学,2014-06-10,2014-06-10,25.465,2.372136e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5361527169677,106.481963417262,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学创新型会计人才协同培育实践教育基地教学设备合同,协调能力
2014,重庆工商大学外文纸质图书供应商资格采购合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa570c487501570da43aa8013d?contractSign=0,2014-05-09,2016-09-09,重庆工商大学,中国图书进出口（集团）总公司,CTBU-2014008,14A1074,,,,,,,,,25.200000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-09,2014-05-09,25.2,2.372137e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5655501395322,106.548283138871,重庆市,500000,重庆市,500000,渝中区,500103,重庆工商大学 重庆工商大学外文纸质图书供应商资格采购合同,协调能力
2014,重庆工商大学创新型会计人才协同培育实践教育基地软件合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9570c669201570dffc2ef01e0?contractSign=0,2014-06-10,2016-09-09,重庆工商大学,重庆川广信息技术有限公司,CTBU-2014014,14A1588,,,,,,,,,42.300000万元,,,重庆市,普通高等教育,重庆工商大学,2014-06-10,2014-06-10,42.3,2.372138e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5655501395322,106.548283138871,重庆市,500000,重庆市,500000,渝中区,500103,重庆工商大学 重庆工商大学创新型会计人才协同培育实践教育基地软件合同,协调能力
2014,重庆工商大学社会学省级重点学科建设项目软件合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa570c487501570d9dd7820132?contractSign=0,2014-05-30,2016-09-09,重庆工商大学,北京商智通信息技术有限公司,CTBU-2014012,14A1296,,,,,,,,,23.800000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-30,2014-05-30,23.8,2.372139e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.529168587613,106.492711179505,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学社会学省级重点学科建设项目软件合同,协调能力
2014,重庆工商大学图书馆金盘管理系统升级合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9570c669201570c6b78fc0004?contractSign=0,2014-01-19,2016-09-09,重庆工商大学,北京金盘鹏图软件技术有限公司,13C0899,13C0899,,,,,,,,,6.500000万元,,,重庆市,普通高等教育,重庆工商大学,2014-01-19,2014-01-19,6.5,2.37214e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.529168587613,106.492711179505,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学图书馆金盘管理系统升级合同,协调能力
2014,重庆工商大学网站群系统建设项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9570c669201570d9f1ab70114?contractSign=0,2014-05-28,2016-09-09,重庆工商大学,重庆满阳科技有限公司,CTBU-2014006,14C0202,,,,,,,,,18.000000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-28,2014-05-28,18.0,2.372141e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学网站群系统建设项目合同,协调能力
2014,重庆工商大学图书馆非书资源管理系统合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9570c669201570d999d140105?contractSign=0,2014-05-30,2016-09-09,重庆工商大学,广州联图电子科技有限公司,CTBU-2013028,13C0901,,,,,,,,,5.000000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-30,2014-05-30,5.0,2.372142e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5237319465766,106.470751596003,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学图书馆非书资源管理系统合同,协调能力
2014,重庆工商大学数字艺术综合实验教学平台图形工作站合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa570c487501570dfea36f019b?contractSign=0,2014-05-30,2016-09-09,重庆工商大学,重庆商达电脑科技有限责任公司,CTBU-2014009,14A0684,,,,,,,,,22.223000万元,,,重庆市,普通高等教育,重庆工商大学,2014-05-30,2014-05-30,22.223,2.372143e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.3435717278157,105.905230062317,重庆市,500000,重庆市,500000,永川区,500118,重庆工商大学 重庆工商大学数字艺术综合实验教学平台图形工作站合同,协调能力
2014,重庆工商大学经管中心教学软件项目（创业模拟实训教学软件）合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9571be85501571d58a29701bd?contractSign=0,2014-10-14,2016-09-12,重庆工商大学,杭州贝腾科技有限公司,CTBU-2014034,14A2666,,,,,,,,,17.550000万元,,,重庆市,普通高等教育,重庆工商大学,2014-10-14,2014-10-14,17.55,2.372144e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学经管中心教学软件项目（创业模拟实训教学软件）合同,协调能力
2014,重庆工商大学工商管理学科实验教学软件（包）4合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9571be85501571c5afe000083?contractSign=0,2014-07-15,2016-09-12,重庆工商大学,重庆智造科技有限公司,CTBU-2014019,14A2155,,,,,,,,,3.500000万元,,,重庆市,普通高等教育,重庆工商大学,2014-07-15,2014-07-15,3.5,2.372145e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学工商管理学科实验教学软件（包）4合同,协调能力
2014,重庆工商大学艺术学院实验教学设备（包）2合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571d599bcd01e7?contractSign=0,2014-09-03,2016-09-12,重庆工商大学,重庆黑格科技有限公司,CTBU-2014038,14A3459,,,,,,,,,10.140000万元,,,重庆市,普通高等教育,重庆工商大学,2014-09-03,2014-09-03,10.14,2.372146e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学艺术学院实验教学设备（包）2合同,协调能力
2014,重庆工商大学工商管理学科实验教学软件（包）2合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571d5c52bb01ef?contractSign=0,2014-09-02,2016-09-12,重庆工商大学,重庆金也科技有限公司,CTBU-2014019,14A2155,,,,,,,,,26.800000万元,,,重庆市,普通高等教育,重庆工商大学,2014-09-02,2014-09-02,26.8,2.372147e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.597447731223,106.571568612482,重庆市,500000,重庆市,500000,江北区,500105,重庆工商大学 重庆工商大学工商管理学科实验教学软件（包）2合同,协调能力
2014,重庆工商大学工商管理学科实验教学软件（包）1合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571d5d38fa01f3?contractSign=0,2014-09-02,2016-09-12,重庆工商大学,重庆金也科技有限公司,CTBU-2014019,14A2155,,,,,,,,,20.800000万元,,,重庆市,普通高等教育,重庆工商大学,2014-09-02,2014-09-02,20.8,2.372148e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.597447731223,106.571568612482,重庆市,500000,重庆市,500000,江北区,500105,重庆工商大学 重庆工商大学工商管理学科实验教学软件（包）1合同,协调能力
2014,重庆工商大学2014年音响系统建设项目（包）2合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9571be85501571c52ac8f0065?contractSign=0,2014-08-08,2016-09-12,重庆工商大学,重庆兆立电子有限公司,CTBU-2014031,14A3119,,,,,,,,,24.500000万元,,,重庆市,普通高等教育,重庆工商大学,2014-08-08,2014-08-08,24.5,2.372149e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.6121592188147,106.547222942997,重庆市,500000,重庆市,500000,渝北区,500112,重庆工商大学 重庆工商大学2014年音响系统建设项目（包）2合同,协调能力
2014,重庆工商大学学生公寓家具采购合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571c5a36a60054?contractSign=0,2014-07-14,2016-09-12,重庆工商大学,重庆民意家具制造有限公司,CTBU-2014022,14A2150,,,,,,,,,192.975500万元,,,重庆市,普通高等教育,重庆工商大学,2014-07-14,2014-07-14,192.9755,2.37215e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5082917654581,106.358732349238,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学学生公寓家具采购合同,协调能力
2014,重庆工商大学2014年音响系统建设项目（包）1合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571c55fffe0042?contractSign=0,2014-08-07,2016-09-12,重庆工商大学,重庆海源弱电系统工程有限公司,CTBU-2014031,14A3119,,,,,,,,,17.500000万元,,,重庆市,普通高等教育,重庆工商大学,2014-08-07,2014-08-07,17.5,2.372151e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5816407352512,106.517955612524,重庆市,500000,重庆市,500000,江北区,500105,重庆工商大学 重庆工商大学2014年音响系统建设项目（包）1合同,协调能力
2014,重庆工商大学艺术学院摄影器材类设备合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571d55cf3e01be?contractSign=0,2014-09-11,2016-09-12,重庆工商大学,重庆旭达科技发展有限公司,CTBU-2014037,14A3443,,,,,,,,,21.300000万元,,,重庆市,普通高等教育,重庆工商大学,2014-09-11,2014-09-11,21.3,2.372152e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.9143454717181,107.789962673766,重庆市,500000,重庆市,500000,丰都县,500230,重庆工商大学 重庆工商大学艺术学院摄影器材类设备合同,协调能力
2014,重庆工商大学化学技术实验教学中心实验室安全设施建设项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571d57598201ce?contractSign=0,2014-09-19,2016-09-12,重庆工商大学,重庆沪试实验仪器设备有限公司,CTBU-2014039,14A3633,,,,,,,,,9.500000万元,,,重庆市,普通高等教育,重庆工商大学,2014-09-19,2014-09-19,9.5,2.372153e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5655501395322,106.548283138871,重庆市,500000,重庆市,500000,渝中区,500103,重庆工商大学 重庆工商大学化学技术实验教学中心实验室安全设施建设项目合同,协调能力
2014,重庆工商大学数字语音实验室项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9571be85501571c4c0440004f?contractSign=0,2014-08-06,2016-09-12,重庆工商大学,重庆龙驰科技发展有限公司,CTBU-2014028,14A3021,,,,,,,,,98.070000万元,,,重庆市,普通高等教育,重庆工商大学,2014-08-06,2014-08-06,98.07,2.372154e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.9143454717181,107.789962673766,重庆市,500000,重庆市,500000,丰都县,500230,重庆工商大学 重庆工商大学数字语音实验室项目合同,协调能力
2014,经管中心教学软件项目（国际贸易教学）（包）1、3合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571d5a7e6e01eb?contractSign=0,2014-09-18,2016-09-12,重庆工商大学,四川智源翔科技发展有限公司,CTBU-2014035,14A2664,,,,,,,,,7.400000万元,,,重庆市,普通高等教育,重庆工商大学,2014-09-18,2014-09-18,7.4,2.372155e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.9143454717181,107.789962673766,重庆市,500000,重庆市,500000,丰都县,500230,重庆工商大学 经管中心教学软件项目（国际贸易教学）（包）1、3合同,协调能力
2014,重庆工商大学课桌椅及办公家具合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571c5b36b30058?contractSign=0,2014-07-28,2016-09-12,重庆工商大学,重庆民意家具制造有限公司,CTBU-2014026,14A2971,,,,,,,,,61.200000万元,,,重庆市,普通高等教育,重庆工商大学,2014-07-28,2014-07-28,61.2,2.372156e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5082917654581,106.358732349238,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学课桌椅及办公家具合同,协调能力
2014,重庆工商大学旅游国际化与智能化创新实践基地建设项目仪器设备（包）2合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9571be85501571c59baa6007a?contractSign=0,2014-07-30,2016-09-12,重庆工商大学,重庆迪灿科技有限公司,CTBU-2014024,14A2014,,,,,,,,,31.800000万元,,,重庆市,普通高等教育,重庆工商大学,2014-07-30,2014-07-30,31.8,2.372157e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5368420619557,106.480228234689,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学旅游国际化与智能化创新实践基地建设项目仪器设备（包）2合同,协调能力
2014,重庆工商大学图书馆书架项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9571be85501571c5a7cee007f?contractSign=0,2014-07-15,2016-09-12,重庆工商大学,宁波邦达实业有限公司,CTBU-2014018,14A1746,,,,,,,,,63.900000万元,,,重庆市,普通高等教育,重庆工商大学,2014-07-15,2014-07-15,63.9,2.372158e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.823094251236,107.001768672547,重庆市,500000,重庆市,500000,长寿区,500115,重庆工商大学 重庆工商大学图书馆书架项目合同,协调能力
2014,重庆工商大学工商管理学科实验教学软件（包）3,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa571bd77e01571c59e4f90050?contractSign=0,2014-07-10,2016-09-12,重庆工商大学,上海踏瑞计算机软件有限公司,CTBU-2014019,14A2155,,,,,,,,,34.890000万元,,,重庆市,普通高等教育,重庆工商大学,2014-07-10,2014-07-10,34.89,2.372159e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5655501395322,106.548283138871,重庆市,500000,重庆市,500000,渝中区,500103,重庆工商大学 重庆工商大学工商管理学科实验教学软件（包）3,协调能力
2014,重庆工商大学网络高清传媒实验教学系统项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9571be85501571c5787ac0073?contractSign=0,2014-08-13,2016-09-12,重庆工商大学,成都索贝数码科技股份有限公司,CTBU-2014032,14A3138,,,,,,,,,137.000000万元,,,重庆市,普通高等教育,重庆工商大学,2014-08-13,2014-08-13,137.0,2.37216e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5897272381495,106.413582365128,重庆市,500000,重庆市,500000,沙坪坝区,500106,重庆工商大学 重庆工商大学网络高清传媒实验教学系统项目合同,协调能力
2014,重庆工商大学旅游国际化与智能化创新实践基地建设项目仪器设备（包）1合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9571be85501571c598aab0077?contractSign=0,2014-07-14,2016-09-12,重庆工商大学,徐州非凡信息科技有限公司,CTBU-2014024,14A2014,,,,,,,,,12.480000万元,,,重庆市,普通高等教育,重庆工商大学,2014-07-14,2014-07-14,12.48,2.372161e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.8339065731681,107.071867773688,重庆市,500000,重庆市,500000,长寿区,500115,重庆工商大学 重庆工商大学旅游国际化与智能化创新实践基地建设项目仪器设备（包）1合同,协调能力
2014,重庆工商大学弱电及监控系统建设项目合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a95720ac28015722c5cc8701df?contractSign=0,2014-03-03,2016-09-13,重庆工商大学,重庆市行安电子科技有限公司,14A0074,14A0074,,,,,,,,,15.876300万元,,,重庆市,普通高等教育,重庆工商大学,2014-03-03,2014-03-03,15.8763,2.372162e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,30.2256623349434,108.043124707375,重庆市,500000,重庆市,500000,忠县,500233,重庆工商大学 重庆工商大学弱电及监控系统建设项目合同,协调能力
2014,重庆工商大学艺术学院实验教学设备（包）1合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a95720ac28015722c6014701e3?contractSign=0,2014-09-05,2016-09-13,重庆工商大学,重庆俊财机电有限公司,CTBU-2014038,14A3459,,,,,,,,,14.892800万元,,,重庆市,普通高等教育,重庆工商大学,2014-09-05,2014-09-05,14.8928,2.372163e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5655501395322,106.548283138871,重庆市,500000,重庆市,500000,渝中区,500103,重庆工商大学 重庆工商大学艺术学院实验教学设备（包）1合同,协调能力
2014,重庆工商大学中文纸质图书供应商资格招标（包）1合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa5720a5c10157211d76b4002d?contractSign=0,2014-03-03,2016-09-13,重庆工商大学,浙江省新华书店集团馆藏图书有限公司,13A4699,13A4699,,,,,,,,,45.000000万元,,,重庆市,普通高等教育,重庆工商大学,2014-03-03,2014-03-03,45.0,2.372164e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5602077512965,106.568262775014,重庆市,500000,重庆市,500000,渝中区,500103,重庆工商大学 重庆工商大学中文纸质图书供应商资格招标（包）1合同,协调能力
2014,重庆工商大学电子商务及供应链系统实验室服务器及软件采购合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a95720ac28015722c663e001ef?contractSign=0,2014-03-10,2016-09-13,重庆工商大学,重庆创世电子有限公司,CTBU-2014002,13A4969,,,,,,,,,46.760000万元,,,重庆市,普通高等教育,重庆工商大学,2014-03-10,2014-03-10,46.76,2.372165e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.8752006866826,107.730639274991,重庆市,500000,重庆市,500000,丰都县,500230,重庆工商大学 重庆工商大学电子商务及供应链系统实验室服务器及软件采购合同,协调能力
2014,重庆工商大学中文纸质图书供应商资格招标（包）2合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa5720a5c10157211bc7e10029?contractSign=0,2014-03-04,2016-09-13,重庆工商大学,北京人天书店有限公司,13A4699,13A4699,,,,,,,,,30.000000万元,,,重庆市,普通高等教育,重庆工商大学,2014-03-04,2014-03-04,30.0,2.372166e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.529168587613,106.492711179505,重庆市,500000,重庆市,500000,九龙坡区,500107,重庆工商大学 重庆工商大学中文纸质图书供应商资格招标（包）2合同,协调能力
2014,重庆工商大学经管中心教学软件项目（管理决策模拟教学软件）合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a95720ac2801572119db590014?contractSign=0,2014-10-17,2016-09-13,重庆工商大学,上海派金信息科技有限公司,CTBU-2014034,14A2666,,,,,,,,,24.500000万元,,,重庆市,普通高等教育,重庆工商大学,2014-10-17,2014-10-17,24.5,2.372167e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.8201753869733,106.521013471635,重庆市,500000,重庆市,500000,北碚区,500109,重庆工商大学 重庆工商大学经管中心教学软件项目（管理决策模拟教学软件）合同,协调能力
2014,重庆工商大学经管中心教学软件项目（企业竞争模拟教学软件）合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa5720a5c10157211649ae0017?contractSign=0,2014-10-15,2016-09-13,重庆工商大学,北京金益博文科技有限公司,CTBU-2014034,14A2666,,,,,,,,,23.950000万元,,,重庆市,普通高等教育,重庆工商大学,2014-10-15,2014-10-15,23.95,2.372168e+06,29.0291721314335,106.645632536511,重庆市,500000.0,重庆市,500000.0,綦江区,500110.0,29.5650530204575,106.554653726645,重庆市,500000,重庆市,500000,渝中区,500103,重庆工商大学 重庆工商大学经管中心教学软件项目（企业竞争模拟教学软件）合同,协调能力
